danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,name,artist,genre
0.568,0.903,0,-7.647,1,0.0982,0.000292,0.724,0.0764,0.762,122.604,0E8qIw6KblOtDQYzzHQrxL,232120,4,Como Tú (Magic Music Box),León Larregui,Rock latino
0.632,0.819,0,-9.01,1,0.0362,0.109,0.0105,0.233,0.645,150.377,7HlULtRMJSTzorUMebka0f,233733,4,A un minuto de ti,Mikel Erentxun,Rock latino
0.442,0.946,9,-3.881,0,0.0524,4.14e-05,0.159,0.156,0.829,186.029,0osI5er04F4s5ct3ZkODAL,138400,3,El Hombre Pánico,Austin TV,Rock latino
0.558,0.871,0,-6.706,1,0.0358,0.262,0.0913,0.171,0.577,130.157,6hiXQhwO98tEbNNbWtNS1Y,269093,4,Imágenes Paganas - Version Estudio,Virus,Rock latino
0.7,0.818,9,-7.623,0,0.0362,0.518,0.00018,0.288,0.442,90.041,5oYQ84f7jWY90pblm2XJAO,256387,4,Hit Me,Molotov,Rock latino
0.577,0.843,5,-5.833,1,0.0332,0.25,5.93e-05,0.0509,0.527,124.94,6P9iLOJ9FwBe6S9xrdp5jK,263333,4,Cuéntame Tu Vida,Caifanes,Rock latino
0.348,0.932,9,-4.132,0,0.278,0.016,0.00141,0.46,0.587,90.331,5UDoPAgMsSQ4giy3sl2ssa,232200,3,"!Pum-!Pum, Bang-Bang!",Los Esquizitos,Rock latino
0.705,0.535,7,-9.287,1,0.0388,0.501,0.000464,0.334,0.966,134.854,6iCmg8Ntj6kBDmtoAiFVWf,278307,4,Vasos Vacíos,Los Fabulosos Cadillacs,Rock latino
0.479,0.45,7,-10.71,1,0.0313,0.274,2.48e-06,0.292,0.311,119.982,7qHyrmULvIEtblpdClGzPi,207600,4,Hipnotízame,Fobia,Rock latino
0.566,0.719,0,-8.674,1,0.0406,0.323,0.0,0.203,0.667,126.114,33gx6JR9By6ahTupIh2kCT,343827,4,Botas Negras,Radio Kaos,Rock latino
0.509,0.887,11,-6.647,1,0.0392,0.183,0.0,0.355,0.824,145.088,2RognU2ViRdA6HxnpAITJl,222347,4,Mariposa tecknicolor,Fito Paez,Rock latino
0.739,0.745,7,-6.658,1,0.0267,0.21,0.0135,0.127,0.949,109.326,1p7m9H4H8s0Y7SgRm7j3ED,277653,4,Flaca,Andrés Calamaro,Rock latino
0.803,0.851,5,-5.102,1,0.0451,0.197,2.37e-06,0.0795,0.936,125.225,46lIx69EL4rkLtlfqoomyw,210427,4,Amor Descartable,Virus,Rock latino
0.693,0.934,9,-4.8,1,0.0384,0.00805,1.17e-05,0.984,0.918,120.906,4W2MGgZyieERJLtTrzW5cz,283333,4,Here We Kum - MTV Unplugged,Molotov,Rock latino
0.439,0.864,0,-5.866,1,0.0437,0.283,2.01e-05,0.198,0.481,169.228,6cqwDeMvlCKI9CoeVahGrM,213360,4,Mátenme Porque Me Muero,Caifanes,Rock latino
0.679,0.368,11,-15.449,0,0.0251,0.689,1.02e-05,0.28,0.736,104.931,2qBirMakpTdz9ymxrZEyzg,160867,4,Seguir Viviendo Sin Tu Amor,Luis Alberto Spinetta,Rock latino
0.728,0.791,1,-7.324,0,0.0248,0.0261,0.000939,0.0811,0.896,109.123,0ZFJpY6hELA21Y5d5YmdlR,212267,4,Night Fever - 2009 Remastered Version,Bee Gees,Disco
0.87,0.657,2,-7.32,1,0.0522,0.149,0.0102,0.053,0.893,110.596,0G3fbPbE1vGeABDEZF0jeG,495400,4,Good Times,CHIC,Disco
0.692,0.824,5,-13.09,1,0.0405,0.0904,0.753,0.106,0.961,128.128,1B9xPoxaPuIj5FMXE3avtI,495173,4,"I Feel Love - 12"" Version",Donna Summer,Disco
0.661,0.629,9,-7.797,1,0.043,0.00662,0.0164,0.0459,0.69,114.976,5N4EONedI3jGNyI5ac4JFK,350867,4,"Heart Of Glass (12"" Version)",Blondie,Disco
0.452,0.754,2,-8.347,1,0.0746,0.113,0.0,0.151,0.507,122.5,76709jfVPvKWp7ChPQjCk7,272000,4,"Yes Sir, I Can Boogie",Baccara,Disco
0.658,0.777,7,-8.647,0,0.0431,0.0748,0.875,0.124,0.975,131.476,6GRf4VLxW85cbjLxQhWGLJ,416729,4,Double Journey,Powerline,Disco
0.686,0.791,5,-11.709,0,0.0398,0.192,0.958,0.0844,0.966,118.169,39GAqGdqxFWHh5OkEHcAqk,272533,4,Whistle Bump,Deodato,Disco
0.882,0.94,11,-4.235,1,0.0797,0.0675,0.0262,0.115,0.92,119.237,2ThA2HEEfcn47HPh210woX,364560,4,Don't Stop 'Til You Get Enough - Single Version,Michael Jackson,Disco
0.896,0.339,11,-9.576,0,0.0884,0.0183,0.552,0.0311,0.389,122.106,4lteGaLzU5veJOe6wnOvz4,508120,4,Dancer,Gino Soccio,Disco
0.675,0.899,10,-6.124,0,0.0418,0.0696,0.000139,0.33,0.91,103.683,3LmpQiFNgFCnvAnhhvKUyI,285200,4,Stayin' Alive - Remastered Version,Bee Gees,Disco
0.867,0.746,7,-7.445,1,0.0475,0.0453,0.0,0.123,0.933,118.616,28NBmftocOzTPEb6OYA9fW,327573,4,Le Freak,CHIC,Disco
0.642,0.849,10,-9.829,0,0.04,0.00402,0.627,0.25,0.767,121.41,25RwxZaRG0R11a4nTBDDlb,593040,4,Jingo,Candido,Disco
0.627,0.724,10,-15.294,1,0.0327,0.109,0.43,0.073,0.963,131.52,68oPWciPnkCZBNbq0HfFJE,394693,4,You Make Me Feel (Mighty Real),Sylvester,Disco
0.663,0.792,0,-5.476,1,0.0311,0.517,0.000139,0.111,0.847,103.009,4hepyFFOO9I7oZCNn3T2sz,222613,4,"More, More, More",Andrea True Connection,Disco
0.877,0.557,11,-10.79,0,0.0723,0.0628,0.0023,0.145,0.88,125.543,4ZXxmmsp1Nd7ejbHs2BNBG,334867,4,Let's Groove,"Earth, Wind & Fire",Disco
0.766,0.844,10,-3.851,1,0.0361,0.0261,0.605,0.18,0.835,129.323,22ff60cZy4APp7bzESHLR8,191573,4,Disco Inferno - Single Edit,The Trammps,Disco
0.782,0.601,5,-11.234,1,0.0526,0.00356,0.00561,0.0466,0.842,118.077,1uoFwurhS62GOfTz2AbjYJ,418800,4,"Spank - 12 "" Version","Jimmy ""Bo"" Horne",Disco
0.704,0.867,2,-5.808,1,0.0315,0.0846,0.0,0.206,0.809,131.467,3XIEWK1V9n25PS9Vb6axj5,188133,4,Born to Be Alive,Patrick Hernandez,Disco
0.503,0.89,9,-8.988,0,0.146,0.0211,0.0011,0.541,0.383,126.612,7eqbW8NBqH3howfkyJWuSO,525973,4,Law And Order,Love Committee,Disco
0.764,0.816,5,-8.017,1,0.109,0.0378,0.0164,0.0775,0.85,128.541,0LqPXq2pKXnydc96PvTK3v,507000,4,"Everybody Dance - 12"" Mix",CHIC,Disco
0.844,0.649,10,-8.737,0,0.259,0.178,0.0,0.233,0.854,108.263,58pcF3lK0IOHum3gWii5b8,169733,4,Get Up I Feel Like Being A Sex Machine - Pt. 1,James Brown,Disco
0.679,0.815,5,-12.347,0,0.0348,0.179,0.00056,0.349,0.93,108.7,6q4WNR2hLjy57WkJ6kdUci,185173,4,That's the Way I Like It,KC & The Sunshine Band,Disco
0.851,0.662,11,-7.518,1,0.201,0.047,2.76e-05,0.148,0.875,112.671,7eIZ1sT9DePhYJyttE4Nl2,250667,4,Last Night A D.J. Saved My Life,Indeep,Disco
0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,0.838,113.244,5MuNxNox3zTanAFIO5KcTl,375400,4,He's the Greatest Dancer,Sister Sledge,Disco
0.74,0.605,5,-10.924,1,0.0539,0.202,0.000107,0.0515,0.779,111.78,3ky8x7UQb6XGpD8CC4xAnu,270333,4,"Can't Get Enough Of Your Love, Babe",Barry White,Disco
0.718,0.676,11,-11.633,0,0.0318,0.153,0.0306,0.0706,0.943,112.711,1uGFGhxJ9ISGcy7iDffP7V,316267,4,You and I,Delegation,Disco
0.701,0.807,0,-9.035,1,0.0661,0.0458,0.0,0.123,0.767,133.506,6HfFoHoJyCrhUj4rQmShXj,320467,4,Macho Man,Village People,Disco
0.906,0.63,0,-8.071,1,0.0575,0.000547,0.616,0.0994,0.342,122.458,7723JnKU2R15Iv4T7OJrly,239253,4,Funky Town,Lipps Inc.,Disco
0.803,0.627,6,-6.1,1,0.0356,0.0189,0.000114,0.397,0.632,130.458,1IpRWsHyGiaE03Z93D5iSn,263013,4,Do You Wanna Funk,Sylvester,Disco
0.74,0.662,11,-14.233,0,0.0505,0.0324,0.092,0.0603,0.93,128.001,0xeHrqvJVonxLfhhklFSsp,380053,4,Rough Diamond,Madleen Kane,Disco
0.925,0.589,11,-4.948,0,0.0413,0.0192,0.00938,0.0398,0.819,117.157,0JW9adkIsVTKexxkj653yx,292960,4,Billie Jean,Michael Jackson,Disco
0.629,0.915,4,-4.181,1,0.0729,0.157,0.0,0.142,0.757,108.95,0OhpOmbSSSlNROas9zGP7N,197307,4,More Than A Woman - 2007 Remastered Version Saturday Night Fever,Tavares,Disco
0.728,0.693,0,-7.097,0,0.0909,0.25,0.00128,0.0625,0.764,114.004,1y5vDLRhCR51U38tn85BEK,306027,4,Doing It To Death,Fred Wesley & The J.B.'s,Disco
0.775,0.726,11,-6.731,1,0.0495,0.0529,0.000407,0.095,0.943,119.891,6DX92TuMqOKe0h9vLJIPeg,247133,4,Give It To Me Baby,Rick James,Disco
0.808,0.881,0,-8.249,1,0.0338,0.00513,0.0127,0.0688,0.963,120.392,0I9KnKdIVz8envRSA6yGZL,407053,4,"Hot Stuff - 12"" Version",Donna Summer,Disco
0.854,0.796,11,-5.567,0,0.0399,0.0542,0.00184,0.151,0.946,115.625,4k6ktr10Hczmh55NY3LfJy,368280,4,Holiday,Madonna,Disco
0.808,0.708,10,-7.601,0,0.0612,4.2e-05,0.849,0.0395,0.723,119.002,6E65t3G6dyrwDWgCzNV2Ew,425067,4,Disco Circus - Hardrock Stricker 'Acid Circus' Punkin' Out Disco Mix,Martin Circus,Disco
0.693,0.825,9,-7.308,1,0.0301,0.162,0.00144,0.251,0.981,125.892,6IWkdrBY2O0vfQdfEKGUdF,215093,4,September,"Earth, Wind & Fire",Disco
0.673,0.752,9,-7.978,0,0.0491,0.00309,0.0,0.112,0.576,120.041,2a1MrtxYybqFV1Ow8VJ1dW,265027,4,I Will Survive - Rerecorded,Gloria Gaynor,Disco
0.669,0.754,10,-12.223,1,0.0279,0.134,0.0069,0.46,0.906,112.683,4msPRe3NEDVL6dsBcE7AhL,315745,4,Get Down Tonight,KC & The Sunshine Band,Disco
0.703,0.92,0,-4.959,1,0.0358,0.179,0.000201,0.214,0.856,123.346,7KMa16GMB7qrvaYHVOZWg8,234560,4,The Boss,Diana Ross,Disco
0.739,0.737,6,-10.001,0,0.0312,0.0445,0.174,0.148,0.7,129.22,3LyetI45on2w6hV1H3agi9,494467,4,"So Many Men, So Little Time",Miquel Brown,Disco
0.866,0.74,9,-7.386,0,0.0616,0.0639,0.0,0.0405,0.961,132.517,79ynnbIoeTY83kAGNycCth,204133,4,Super Freak,Rick James,Disco
0.627,0.875,0,-10.291,1,0.0741,0.232,0.475,0.0759,0.854,110.521,75PHqzep3Lf11sIYP5ps5q,250240,4,The Hustle - Original Mix,Van McCoy,Disco
0.581,0.816,1,-12.466,1,0.0394,0.157,0.184,0.0902,0.932,105.078,5MCpdJawYOuGRVui6zP8qx,384276,4,Rock Your Baby (Album Version),George McCrae,Disco
0.684,0.714,2,-11.001,1,0.0495,0.201,0.0,0.0727,0.763,123.377,7htuX4mIrg5njoVXm1QSkU,383827,4,The Love I Lost,Harold Melvin & The Blue Notes,Disco
0.726,0.802,5,-10.006,1,0.0609,0.000702,0.0275,0.059,0.803,110.271,3NVeGIbKHnLYeQlBTZHSZX,320027,4,I Got My Mind Made Up (You Can Get It Girl),Instant Funk,Disco
0.907,0.562,2,-13.568,0,0.0495,0.00971,0.0386,0.0344,0.964,121.062,4Nh6q5ZWiGS5BVGQryoOMp,236533,4,Bad Girls,Donna Summer,Disco
0.866,0.721,0,-9.233,1,0.0386,0.0927,0.0169,0.055,0.911,128.669,7p4Yw9WPiAuJaN51H4CRqo,434307,4,"Heaven Must Have Sent You - 12"" Version",Bonnie Pointer,Disco
0.828,0.716,0,-6.418,1,0.0621,0.0351,0.000156,0.342,0.848,117.642,3uPNgO5ASB2CAyfGvvzJhG,477240,4,Shake Your Body (Down to the Ground),The Jacksons,Disco
0.714,0.665,11,-10.948,0,0.0381,0.00588,0.131,0.0655,0.805,133.805,6KlnQC66NiJTdO88aL62SF,392800,4,Shame,"Evelyn ""Champagne"" King",Disco
0.814,0.701,7,-7.525,1,0.0376,0.0103,0.00775,0.132,0.786,114.998,6H9i0Ju6HpyuYojQGeNICQ,465048,4,White Lines - Re-Recorded,Grandmaster Flash,Disco
0.79,0.727,11,-7.342,0,0.0823,0.0131,0.0,0.0666,0.736,126.937,76OxYQuhiGc8VynFHZW2PX,249053,4,There But For The Grace Of God Go I,Machine,Disco
0.609,0.869,0,-6.997,1,0.0445,0.362,0.0,0.301,0.824,124.948,5Px0B05xYkSi11zu6c4IPx,184557,4,Never Can Say Goodbye - Re-Recorded,Gloria Gaynor,Disco
0.472,0.679,0,-9.961,1,0.0623,0.403,1.02e-06,0.109,0.544,120.197,0fYbhMj96zG9fpUK10e8kB,366573,4,Don't Leave Me This Way,Harold Melvin & The Blue Notes,Disco
0.698,0.473,2,-16.583,1,0.0423,0.0111,0.808,0.092,0.179,116.935,6ROYRN62aRbyx9GEJ6uzF1,917920,4,The Hills of Katmandu,Tantra,Disco
0.739,0.829,0,-5.337,1,0.0346,0.00852,0.674,0.285,0.927,120.856,22P9rbM3of2anwOn9kz520,682867,4,Vertigo/Relight My Fire,Dan Hartman,Disco
0.53,0.829,3,-6.741,1,0.0558,0.273,0.000255,0.354,0.285,125.746,0xBUip8pf80321XF6jDYqx,198680,4,Last Dance - Single Version,Donna Summer,Disco
0.736,0.606,4,-8.098,0,0.0431,0.00837,0.0125,0.0898,0.622,122.097,4HVFGYoXHYvL9HRRiqfHeK,184120,4,Let's All Chant,The Michael Zager Band,Disco
0.533,0.908,0,-8.688,1,0.13,0.0324,2.13e-05,0.0732,0.559,121.541,56HHp4XoDpUvDVWI6heIfr,427933,4,Ten Percent,Double Exposure,Disco
0.773,0.525,9,-10.854,1,0.252,0.223,0.0002,0.0536,0.743,112.714,5JOrJKe7DBqxHe3AT9lkBA,202960,4,Think (About It),Lyn Collins,Disco
0.649,0.7,5,-8.43,0,0.0312,0.167,6.86e-05,0.382,0.972,122.697,5DEy8wVNCdJdAGNsOWxmVQ,243240,4,It Only Takes A Minute - Remastered,Tavares,Disco
0.643,0.862,0,-7.009,0,0.0461,0.0557,6.42e-05,0.23,0.928,127.602,7IoKA8yRibsK8Ryy4SH2NL,409933,4,I Love Music,The O'Jays,Disco
0.546,0.656,0,-11.521,0,0.0649,0.198,1.79e-06,0.0813,0.794,121.045,76DaYoN2BXdu1dZFdw61qj,218773,4,Don't Leave Me This Way - Single Version,Thelma Houston,Disco
0.521,0.786,10,-10.207,1,0.0813,0.0911,0.0,0.343,0.692,119.072,5712ELdjcfZsDS9RorYkIF,228693,4,Ladies Night,Kool & The Gang,Disco
0.707,0.854,7,-8.231,0,0.0286,0.149,0.116,0.0987,0.96,114.021,7kllQQPam6HumbUCIPSvHJ,222347,4,T.S.O.P. (The Sound of Philadelphia) (feat. The Three Degrees),MFSB,Disco
0.694,0.968,6,-3.803,1,0.155,0.0296,0.0,0.0493,0.73,126.616,355qbpf35myn397wClXTg8,281120,4,Y.M.C.A,Village People,Disco
0.689,0.805,2,-11.199,1,0.0429,0.0019,8.23e-05,0.0683,0.914,140.791,081prZUECLXcWgmg98FxDS,250520,4,Knock On Wood,Amii Stewart,Disco
0.794,0.505,9,-10.581,0,0.0331,0.111,0.00555,0.167,0.894,125.371,3roA54tWFHAeiZKThfOmgL,324107,4,Boogie Oogie Oogie - Re-Recorded,A Taste Of Honey,Disco
0.605,0.726,3,-6.672,1,0.0657,0.224,0.0,0.138,0.858,107.095,4jWoqT4YPGgsUSPC83pd8h,186733,4,Rock the Boat,Hues Corporation,Disco
0.655,0.762,0,-8.891,1,0.0317,0.000444,0.0,0.158,0.961,116.009,3BCpsMJqenZYUVaM7hLLvI,399706,4,Heaven Must Be Missing an Angel Re-Recorded / Remastered),Tavares,Disco
0.868,0.717,4,-8.533,0,0.0613,0.0265,0.011,0.0835,0.903,118.951,6JmI8SpUHoQ4yveHLjTrko,457880,4,Take Your Time (Do It Right),The S.O.S Band,Disco
0.589,0.733,5,-8.809,0,0.0399,0.106,0.00328,0.111,0.913,182.364,1XvrMOEi2oLFYdrkfIX3xG,233400,4,I'm So Excited,The Pointer Sisters,Disco
0.785,0.885,1,-5.626,1,0.061,0.0393,0.00473,0.0673,0.955,121.723,1pGCWtHyUUUx2RMjYnaCGw,221573,4,Celebration - Single Version,Kool & The Gang,Disco
0.333,0.422,5,-15.171,0,0.0527,0.716,4.13e-05,0.0455,0.553,97.305,0u2CGItUO2jYEiFaXD7n5S,291760,4,Wishing on a Star,Rose Royce,Disco
0.72,0.823,0,-7.634,1,0.0268,0.0644,0.00948,0.361,0.854,120.747,0MF3XV3L0oGokmU8qxYMba,260747,4,Feels Like I'm In Love - Original Radio Mix,Kelly Marie,Disco
0.662,0.941,6,-4.05,0,0.0883,0.327,0.0,0.218,0.798,131.045,2TziLOnBMT8kDVo2LA1X6t,252373,4,Turn the Beat Around,Vicki Sue Robinson,Disco
0.79,0.86,8,-6.914,1,0.0863,0.279,3.4e-05,0.229,0.845,118.971,0x3VuSP9TB6yHSpkHB2nPv,216533,4,We Are Family,Sister Sledge,Disco
0.9,0.845,11,-7.306,0,0.257,0.465,0.0,0.0724,0.914,111.187,0FWhGmPVxLI6jOVF0wjALa,427360,4,Rapper's Delight,The Sugarhill Gang,Disco
0.847,0.733,7,-8.955,1,0.0611,0.0424,0.00302,0.0334,0.608,107.71,7gf8RSp7UMX1RvztvmlzNZ,209507,4,Brick House,Commodores,Disco
0.721,0.885,5,-7.135,0,0.0663,0.299,0.000174,0.701,0.665,136.285,54rjlka9h5VCl8ugns7gvt,211320,4,It's Raining Men - Single Version,The Weather Girls,Disco
0.806,0.706,0,-6.044,1,0.0909,0.028,0.0,0.07,0.608,112.985,1tJtx09XQnxaynZLOaTNfZ,312355,4,Car Wash,Rose Royce,Disco
0.221,0.126,0,-25.427,1,0.0447,0.989,0.897,0.102,0.216,133.63,4SFBV7SRNG2e2kyL1F6kjU,139307,4,"The Well-Tempered Clavier: Book 1, BWV 846-869: 1. Prelude in C Major, BWV 846",Johann Sebastian Bach,Clasica
0.0811,0.0122,4,-32.654,0,0.0511,0.902,0.308,0.0648,0.0384,74.554,2kAgCRZPG3YQR2VMqRvLmb,935360,4,The Lark Ascending,Ralph Vaughan Williams,Clasica
0.204,0.0331,2,-24.044,0,0.0487,0.927,0.825,0.0954,0.0547,116.2,1upQiytDIEZfl9ItruoXuC,207267,3,"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",George Frideric Handel,Clasica
0.23,0.0487,5,-27.675,1,0.0412,0.986,0.945,0.0679,0.101,134.839,0H2VhGUC3P3hvwz8rdGIpC,203656,5,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",Ludwig van Beethoven,Clasica
0.205,0.0525,1,-23.841,1,0.0327,0.98,0.906,0.103,0.0511,88.316,419qlOGNXoyICx4jO0hqaj,174653,4,"Rhapsody On A Theme Of Paganini, Op.43: Variation 18. Andante cantabile",Sergei Rachmaninoff,Clasica
0.148,0.0722,4,-25.217,0,0.0427,0.944,0.148,0.115,0.0467,87.882,5pjDwtMPly0cNMbuGXhUOI,478573,4,"Cello Concerto in E Minor, Op.85 (1988 Digital Remaster): I. Adagio - Moderato",Edward Elgar,Clasica
0.309,0.258,9,-15.327,1,0.0459,0.976,0.69,0.0924,0.115,74.568,0yzhOPf0iw2qWwcXRRta5L,890000,4,Rhapsody In Blue,George Gershwin,Clasica
0.275,0.157,7,-18.752,1,0.0636,0.89,0.842,0.186,0.304,73.289,17i5jLpzndlQhbS4SrTd0B,152280,4,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",Johann Sebastian Bach,Clasica
0.205,0.0686,4,-23.415,0,0.0462,0.873,0.402,0.0909,0.0359,90.779,6Uk28Hs2MulezLxMrd1rBD,337253,1,Meditation: Méditation from Thaïs,Jules Massenet,Clasica
0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,5fdp9rXfEixCGLM1Og4EN1,296480,4,Gnossienne No. 1,Erik Satie,Clasica
0.303,0.119,9,-18.055,0,0.0386,0.975,0.88,0.112,0.038,94.868,2Z4aQJh0kesRMookvtfR4y,820853,4,"Piano Concerto in A Minor, Op.16: I. Allegro molto moderato",Edvard Grieg,Clasica
0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,1cmigB9I6IRpFqjIbzvSQB,294960,3,"Suite bergamasque, L. 75: 3. Clair de lune",Claude Debussy,Clasica
0.371,0.131,2,-23.899,1,0.0413,0.898,0.925,0.0847,0.0655,105.328,0pCHzhuRt6kOU3FUEG3HnC,442693,4,"Danse Macabre, Op.40, R.171",Camille Saint-Saëns,Clasica
0.326,0.33,7,-12.967,0,0.0406,0.871,0.749,0.128,0.293,118.668,2fC30Rt5tFa6FA2jNb4fiz,435160,4,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",Wolfgang Amadeus Mozart,Clasica
0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,0cqcRqZgkNHanWQ8slYA0v,583293,4,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto,Gustav Mahler,Clasica
0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,2MSgFefjK0T7Iwjvr3OKqV,259493,4,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",Frédéric Chopin,Clasica
0.193,0.0656,10,-19.239,1,0.0471,0.995,0.829,0.119,0.0359,128.975,46tPGzCXCI2oKsemztDA9u,402493,3,Parce Mihi Domine,Jan Garbarek,Clasica
0.353,0.254,0,-16.205,1,0.0349,0.948,0.859,0.0843,0.0986,133.808,3QqPgzOcv9titKufFR0gsQ,564640,4,"Piano Concerto No.3 in C, Op.26: 1. Andante - Allegro",Sergei Prokofiev,Clasica
0.233,0.0252,2,-24.824,1,0.0346,0.975,0.604,0.143,0.0936,94.736,0dzl6bBvsIAfHLlTbBObTW,707173,4,"An der schönen blauen Donau, Op.314",Johann Strauss II,Clasica
0.13,0.158,2,-16.132,1,0.035,0.748,0.924,0.1,0.0998,85.031,5x3TUfYzgZIdt0Kaop64ss,302093,4,"Pachelbel: Canon and Gigue in D Major for 3 Violins and Continuo, P. 37: I. Canon (Orchestral Version)",Johann Pachelbel,Clasica
0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,4rrrn8OLrttq7r9RgNXalU,644273,4,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",Sergei Rachmaninoff,Clasica
0.0999,0.0241,2,-25.651,1,0.0432,0.98,0.766,0.0623,0.0396,89.001,63cA2QfqtWZa0GGPZnYc0K,532040,3,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",Wolfgang Amadeus Mozart,Clasica
0.248,0.298,0,-15.661,0,0.0395,0.957,0.9,0.0943,0.157,97.853,6cUCckpdlqHJ5Ascf2uH2A,442000,4,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio",Ludwig van Beethoven,Clasica
0.293,0.0382,11,-21.783,0,0.0413,0.919,0.915,0.097,0.055,110.257,0DvLcwb4v0rPmJ8S8R9thy,689560,3,Concierto de Aranjuez for Guitar and Orchestra: 2. Adagio,Joaquín Rodrigo,Clasica
0.496,0.249,3,-18.131,1,0.0411,0.98,0.934,0.12,0.719,144.239,246ntJR3A2s7B5E40FTCLf,224640,4,Hummel: Trumpet Concerto In E Flat - Iii Rondo,Johann Nepomuk Hummel,Clasica
0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,3MRQn2RYo2VLYMoStnLRxu,346587,3,"Ravel: Pavane pour une infante défunte, M. 19",Maurice Ravel,Clasica
0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,0jOnZhF75V68VsBObWx2XO,174267,3,"The Carnival of the Animals, R. 125: XIII. The Swan (Arr. for Cello and Piano)",Camille Saint-Saëns,Clasica
0.212,0.301,2,-12.505,1,0.0384,0.963,0.0033,0.13,0.0798,84.025,74WjYdm3Lvbwnds4thYPUU,177333,4,"Turandot / Act 3: ""Nessun dorma!""",Giacomo Puccini,Clasica
0.351,0.206,1,-22.657,1,0.0597,0.797,0.255,0.0738,0.0839,130.415,2OHnoGjn6X6kDwzO7Rw0Y9,577440,4,The Sorcerer's Apprentice,Paul Dukas,Clasica
0.223,0.165,10,-16.394,1,0.0504,0.984,0.95,0.348,0.0518,73.463,294IzNQIRp4soeVaQhows7,167160,5,Fanfare for the Common Man,Aaron Copland,Clasica
0.312,0.0465,9,-26.438,0,0.0378,0.981,0.9,0.0872,0.0371,130.303,0QTaXZRWdzfPdssiQThdCL,766213,3,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg,Clasica
0.0753,0.07,2,-27.272,1,0.044,0.918,0.947,0.146,0.0625,79.801,7h6GoPvGHC9uzZJ8bNvfIq,365147,4,"Suite No.3 In D, BWV 1068: 2. Air",Johann Sebastian Bach,Clasica
0.1,0.0354,11,-17.211,0,0.0387,0.901,0.865,0.125,0.0426,73.968,52GmHO5DikTIKc3yBmTTT1,906000,4,"Symphony No.8 in B minor, D.759 - ""Unfinished"": 1. Allegro moderato",Franz Schubert,Clasica
0.212,0.119,1,-20.511,1,0.0366,0.976,0.907,0.087,0.0396,84.346,1Xy6MHSaX3IUGGqst6RzYM,1252322,3,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso – Allegro con spirito",Pyotr Ilyich Tchaikovsky,Clasica
0.244,0.0021,1,-41.044,0,0.0417,0.995,0.86,0.161,0.187,64.364,2Y95aUjHiOtgL8A6t52Ynl,442600,4,"Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2 ""Moonlight"": I. Adagio sostenuto",Ludwig van Beethoven,Clasica
0.298,0.346,3,-15.465,1,0.0416,0.824,0.694,0.295,0.482,78.989,7MdenBcztjoBdJUvFxBFeX,253440,4,Overture Candide,Leonard Bernstein,Clasica
0.113,0.161,7,-20.046,1,0.0442,0.484,0.928,0.16,0.0365,65.062,3af6PvJHP8XlFMWeuN7bF8,337840,4,"Andante festivo for Strings and Timpani, JS 34b",Jean Sibelius,Clasica
0.279,0.0292,8,-26.804,1,0.0406,0.987,0.902,0.104,0.0338,136.732,2u9VGZmVz7Rm01SfDgzcfA,293147,3,"Liebestraum No. 3 in A-Flat Major, S. 541 / 3",Franz Liszt,Clasica
0.0623,0.0116,2,-27.893,1,0.0567,0.991,0.445,0.0816,0.0331,65.057,0S0YKiEdR9cT9pYgEaTevF,415800,3,O Magnum Mysterium: O magnum mysterium,Morten Lauridsen,Clasica
0.151,0.0639,11,-24.404,0,0.0439,0.962,0.603,0.466,0.0797,61.577,04eShjKTWijeJJqGnhxpYK,200360,3,Scheherazade: The Tale of the Kalendar Prince,Nikolai Rimsky-Korsakov,Clasica
