danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,name,artist,genre
0.733,0.894,10,-4.761,1,0.124,0.0196,5.7e-05,0.619,0.488,125.982,1y0UriJkdMdvlkWpjaI6Vs,141397,4,My Frequency (feat. RebMoe),Tiësto,Electronica
0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,24Yi9hE78yPEbZ4kxyoXAI,176840,4,Roses - Imanbek Remix,SAINt JHN,Electronica
0.556,0.981,10,-3.309,0,0.0538,0.0319,0.119,0.347,0.0389,125.978,5sUDHrf63lR4RSaV7Q1CS9,161910,4,The Future,Pharien,Electronica
0.687,0.792,5,-2.749,1,0.0452,0.191,0.0,0.167,0.671,100.015,2dpaYNEQHiRxtZbfNsse99,214290,4,Happier,Marshmello,Electronica
0.586,0.782,5,-7.08,0,0.0422,0.0195,0.00532,0.0846,0.31,126.087,1oRunfVqS4eeN5faOFGxSQ,165714,4,Illusion (feat. KARRA),NERVO,Electronica
0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,57kR5SniQIbsbVoIjjOUDa,247267,4,You Know You Like It,DJ Snake,Electronica
0.497,0.865,5,-2.166,0,0.0709,0.00338,0.00554,0.157,0.464,128.074,149oWfWgLCtRW88xRCKXu1,182813,4,Wired (feat. Babet),Jay Hardway,Electronica
0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,5p1ex0pXv6jSPJ6QbumQpD,152913,4,Piece Of Your Heart,MEDUZA,Electronica
0.506,0.805,1,-4.119,1,0.0469,0.00711,0.00193,0.0856,0.383,126.008,46lFttIf5hnUZMGvjK0Wxo,227074,4,Runaway (U & I),Galantis,Electronica
0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,4J7CKHCF3mdL4diUsmW8lq,184280,4,Under Control (feat. Hurts),Calvin Harris,Electronica
0.689,0.946,7,-3.814,0,0.0397,0.00658,0.00189,0.262,0.392,125.037,2ONRkpOJ6X91GMXMthtT0M,182400,4,Ride It - Jonas Blue Remix,Regard,Electronica
0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,1i1fxkWeaMmKEB4T7zqbzK,208373,4,Don't Let Me Down (feat. Daya),The Chainsmokers,Electronica
0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,23L5CiUhw2jV1OIMwthR3S,195707,4,In the Name of Love,Martin Garrix,Electronica
0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,2V65y3PX4DkRhy1djlxd9p,212862,4,Don't You Worry Child - Radio Edit,Swedish House Mafia,Electronica
0.74,0.674,11,-4.374,1,0.0476,0.00903,0.238,0.154,0.231,126.017,1XFHbzTikXks9CsMq4v8Q3,153697,4,Not So Bad (feat. Emie),Yves V,Electronica
0.704,0.634,11,-7.374,0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,1I8tHoNBFTuoJAlh4hfVVE,271640,4,Firestone,Kygo,Electronica
0.644,0.907,11,-5.791,1,0.0359,0.0032,0.0,0.157,0.349,126.003,5UA6rAsMTn0okgp95isGrl,139524,4,All The Time,Marc Benjamin,Electronica
0.584,0.832,11,-3.599,1,0.0348,0.000708,0.00288,0.125,0.296,154.984,3UbrK7fK22T1dillpCXOrt,182710,4,Lights,Sikdope,Electronica
0.779,0.707,5,-7.755,1,0.052,0.00429,0.00273,0.746,0.341,128.01,5pewxEBnMo72rY6pGH0HJz,403088,3,Sofi Needs A Ladder,deadmau5,Electronica
0.708,0.945,5,-3.247,0,0.234,0.00104,0.0803,0.227,0.545,127.96,3aIhJDHxr1kgTSnutJxPTH,203133,4,Peanut Butter Jelly,Galantis,Electronica
0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.475,5W3cjX2J3tjhG8zb6u0qHn,224693,4,"Harder, Better, Faster, Stronger",Daft Punk,Electronica
0.63,0.751,11,-5.247,0,0.0453,0.000394,0.84,0.353,0.386,124.935,0cZGbSrqRJ9BQF0wduo4qJ,145920,4,The Drill,Magnificence,Electronica
0.699,0.406,9,-5.705,0,0.0774,0.0532,0.000147,0.36,0.296,140.082,3mdQXfrDzAzg7FuCMw9daP,199714,4,Fall Right In,Duke & Jones,Electronica
0.733,0.894,10,-4.761,1,0.124,0.0196,5.7e-05,0.619,0.488,125.982,4jbWeX5w0Sa5BWBZpq5JU2,141397,4,My Frequency (feat. RebMoe),Tiësto,Electronica
0.784,0.91,1,-2.698,1,0.0824,0.00735,0.581,0.28,0.596,125.025,2vHOCV5YErCA8ypUwHozcA,203520,4,ON FIRE,JOYRYDE,Electronica
0.49,0.914,10,-3.202,1,0.167,0.0227,0.0,0.793,0.241,100.1,4PTPZeJlK1rYlYr6bf11hk,192720,4,You're On (feat. Kyan),Madeon,Electronica
0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,7BKLCZ1jbUBVqRi2FVlTVw,244960,4,Closer,The Chainsmokers,Electronica
0.733,0.673,9,-6.572,0,0.0333,0.0132,0.0049,0.16,0.636,125.061,1qZMPmpD1jDcOA7gZ6TCde,163247,4,One (Your Name) - Radio Edit,Swedish House Mafia,Electronica
0.676,0.918,1,-6.705,1,0.0449,0.00022,0.892,0.465,0.364,125.975,1hUmqRBZpseNjByPAEW6AJ,201915,4,The G.O.A.T.,Oliver Heldens,Electronica
0.854,0.559,10,-2.516,0,0.0347,0.0083,0.513,0.135,0.639,126.015,55jJiuvjDJ3opwgVI6SlVa,159048,4,Obsession,Valentino Khan,Electronica
0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,2L6orAlH8tBhiFTumIfMyF,222041,4,Call on Me - Ryan Riback Remix,Starley,Electronica
0.695,0.943,2,-2.78,1,0.0762,0.00169,0.73,0.43,0.324,127.994,2o9xlSbXFS2sS3v8KCQU5m,213750,4,Bring Em Back,Jauz,Electronica
0.644,0.349,2,-5.315,0,0.0364,0.206,3.36e-05,0.125,0.246,94.971,4hR3hQKELrARHNZJ51D14s,198947,4,Someone Else,Rezz,Electronica
0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,7vGuf3Y35N4wmASOKLUVVU,180823,4,Silence,Marshmello,Electronica
0.513,0.62,11,-8.263,0,0.0325,0.00099,0.00406,0.0834,0.192,144.948,25e71ooGwod2YnS3wDVVA2,179270,4,Free Your Mind,Yellow Claw,Electronica
0.682,0.977,10,-2.26,1,0.218,0.0041,0.256,0.356,0.283,127.97,4FDhpB1sf9c3Cv6dfGObTh,210000,4,BEWM,Slushii,Electronica
0.411,0.966,2,-3.483,1,0.51,0.0051,0.314,0.0738,0.142,147.456,1465rreDHsuWYGU4vnYJCF,168649,4,Spin It Back,Kayzo,Electronica
0.795,0.661,1,-5.933,1,0.0398,0.0239,0.0289,0.287,0.46,119.992,0DEZSTIAQZ5694QKzjmPCK,129030,4,Westside,BIJOU,Electronica
0.73,0.987,10,-2.495,0,0.108,0.00093,0.8,0.0546,0.614,128.021,2YIVX1Puks19kiWUkL0MPc,232500,4,The Beat,Jauz,Electronica
0.729,0.486,1,-6.278,1,0.0728,8.93e-05,0.266,0.245,0.642,128.015,47WNjXohtA1A6gY2zTKZ91,246295,4,Professional Griefers,deadmau5,Electronica
0.654,0.945,10,-3.018,0,0.032,0.000382,0.316,0.105,0.0824,125.006,2LLXE4cV9Fcusx2WiSIhwC,299520,4,PROGRESSO,Alesso,Electronica
0.723,0.806,0,-4.989,1,0.0521,0.00666,0.876,0.276,0.539,124.976,0VffaI2jwQknRrxpECYHsF,410097,4,Greyhound,Swedish House Mafia,Electronica
0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,5xhQChGGhKLWqBqX4XhtYE,259102,4,Sail,AWOLNATION,Electronica
0.673,0.771,0,-6.178,0,0.137,0.0609,0.000277,0.209,0.687,125.061,2A0CxheiQGQdCiKtOR7jMP,159360,4,The Passenger (LaLaLa),LUM!X,Electronica
0.619,0.881,5,-4.087,0,0.0335,0.00826,0.0941,0.0995,0.534,128.036,2Y3P9IFAeNGH9qTZDp9N6W,174375,4,Day Or Night,Mike Williams,Electronica
0.657,0.809,5,-4.649,0,0.0668,0.0608,6.13e-06,0.0987,0.223,125.996,4ccYRZ7WptUbPD3RZ0BhvP,161260,4,Tell Me A Lie,Jonas Aden,Electronica
0.476,0.938,1,-1.446,0,0.234,0.0174,0.000111,0.384,0.258,105.264,2cgZfcnb639TaZhd1AU8iz,214067,4,Bun Up the Dance,Dillon Francis,Electronica
0.87,0.958,6,-3.649,0,0.162,0.00542,0.0678,0.566,0.741,127.009,3ZNUTqogBIAOxyFE34FlRu,272126,4,GOT REAL,JOYRYDE,Electronica
0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38e-05,0.761,0.67,125.07,7sYAS4CpbV90oSemgaEQat,147027,4,On & On,Alok,Electronica
0.976,0.406,11,-6.962,0,0.288,0.000179,0.17,0.676,0.387,128.015,3jnZjSqydlIYAZhY8eHLEr,375049,4,Animal Rights,deadmau5,Electronica
0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,3MEYFivt6bilQ9q9mFWZ4g,273803,4,Alone,Marshmello,Electronica
0.34,0.766,5,-5.397,0,0.133,0.00586,1.03e-05,0.109,0.262,150.01,7d8vBhH4KbxlS50SkNJPcK,195200,4,Breakable,Kayzo,Electronica
0.795,0.817,10,-5.913,0,0.046,0.000107,0.13,0.599,0.214,125.991,2IfBzmFUr0JOXUiInnua8F,217143,4,Supercars,Wolfgang Gartner,Electronica
0.7,0.764,8,-8.124,1,0.044,0.00624,0.83,0.0631,0.238,124.014,3Q8ilolGplAGVBhV4Va3IN,154286,4,Pop That,Charles B,Electronica
0.45,0.912,1,-2.659,1,0.0485,0.00774,8.48e-05,0.574,0.328,150.026,08bDGEzsYd9ebCc7p23X4j,211200,4,Trust Nobody,DJ Snake,Electronica
0.751,0.897,1,-3.598,1,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,2cNjgoSh1TBHFQIhfzRJUE,260697,4,Go,The Chemical Brothers,Electronica
0.546,0.852,1,-2.445,1,0.102,0.00592,0.0,0.159,0.558,112.183,3rsq3qtqNBId48c0IVraTS,249440,4,Pay No Mind (feat. Passion Pit),Madeon,Electronica
0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,67awxiNHNyjMXhVgsHuIrs,213733,4,Turn Down for What,DJ Snake,Electronica
0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,4bz7uB4edifWKJXSDxwHcs,393813,4,Galvanize,The Chemical Brothers,Electronica
0.801,0.757,7,-8.01,1,0.316,0.478,1.32e-05,0.163,0.607,88.025,6dRj771QZr0KOQVwaB6ykM,276373,4,Grown Man Sport,Pete Rock,Hiphop
0.69,0.729,11,-5.819,0,0.221,1.7e-05,0.0431,0.152,0.357,91.376,2CPturRUlpvirYr7VpkXCV,202107,4,It Ain't Hard to Tell,Nas,Hiphop
0.731,0.818,7,-7.035,1,0.182,0.127,0.00636,0.233,0.862,92.29,1pjDKRg5WddCDSlG5PXcKy,261293,4,Let Me Ride,Dr. Dre,Hiphop
0.738,0.549,1,-8.018,1,0.202,0.0669,0.00342,0.119,0.77,91.211,7f1KEQeZhfiigX131qdQbU,235200,4,Fall in Love,Slum Village,Hiphop
0.804,0.823,1,-5.422,0,0.256,0.0812,0.0,0.0794,0.719,87.322,0Y1wsOHYGbNNNGeYjQJ8BL,300200,4,Temperature's Rising (feat. Crystal Johnson),Mobb Deep,Hiphop
0.676,0.882,4,-4.486,1,0.22,0.0123,0.0,0.206,0.817,88.413,7x9hPUtk2PNUcSwPbMWQP5,264960,4,Alwayz Into Somethin',N.W.A.,Hiphop
0.758,0.519,10,-10.58,0,0.0395,0.117,0.0742,0.109,0.617,92.872,3jFTsobEff1Cz8DlIAisYY,232773,4,You Know How We Do It - Remastered,Ice Cube,Hiphop
0.881,0.361,11,-14.728,0,0.237,0.0502,0.00458,0.246,0.799,96.43,4HfxDJ0uLHTLe0fZrx0MbQ,216693,4,Check the Rhime,A Tribe Called Quest,Hiphop
0.885,0.414,0,-10.539,1,0.168,0.341,0.000289,0.0891,0.683,92.727,1B53Y95tPd4ah4FExO0egE,357200,4,What They Do,The Roots,Hiphop
0.767,0.933,5,-8.47,0,0.198,0.0805,5.84e-05,0.0818,0.798,85.49,5h9mwffuipb2TSeTFp8Pu0,217067,4,So What'Cha Want,Beastie Boys,Hiphop
0.766,0.793,4,-6.638,0,0.165,0.0294,7.97e-06,0.173,0.647,91.925,2PRsh2LNPxoxC9OnErnelg,260800,4,Halftime,Nas,Hiphop
0.618,0.711,2,-6.841,1,0.342,0.41,0.0,0.615,0.659,97.337,5v9isbe4BHsWc9N25MmWfj,165693,4,Whenimondamic,Lootpack,Hiphop
0.75,0.706,7,-7.461,1,0.156,0.088,0.0,0.535,0.59,93.603,04fX3oTJm5Zucg3Uf9aix0,292187,4,Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,Hiphop
0.769,0.675,6,-13.326,1,0.0724,0.000722,0.000149,0.0904,0.803,101.884,6WceXj9vvlxVyRCkDXt4nI,252240,4,How I Could Just Kill a Man,Cypress Hill,Hiphop
0.839,0.533,2,-12.416,1,0.291,0.0197,0.00104,0.108,0.522,95.895,3vYxoh9Y7L5Tdr0mhaAaUu,254929,4,Breakadawn,De La Soul,Hiphop
0.769,0.682,1,-12.584,1,0.354,0.0252,0.000384,0.702,0.433,91.486,4u7hiFNXUeTG3A4dqQrkcd,227827,4,Resurrection,Common,Hiphop
0.866,0.534,11,-9.201,1,0.229,0.184,0.266,0.0929,0.841,98.243,0eEXcw3JLVXcRxYrVYMy68,226133,4,Electric Relaxation,A Tribe Called Quest,Hiphop
0.855,0.743,10,-7.14,0,0.296,0.304,4.36e-06,0.33,0.715,95.086,3JRpLfo1JmUL2LLeTWksN3,336293,4,Drop,The Pharcyde,Hiphop
0.734,0.864,2,-6.119,1,0.303,0.022,9.85e-06,0.246,0.47,105.932,5fpizYGbi5IQoEraj6FP0R,231493,4,Intergalactic - Remastered,Beastie Boys,Hiphop
0.697,0.687,6,-11.111,1,0.379,0.26,4.8e-05,0.403,0.866,90.247,67mtN6BlsJR0LVyzvNZnGt,201373,4,Tonight's Da Night,Redman,Hiphop
0.934,0.735,1,-6.668,1,0.251,0.031,8.6e-06,0.107,0.768,101.368,3NGT0Td7H4Is1qrlDQJxma,273107,4,Check Yo Self - Remix,Ice Cube,Hiphop
0.801,0.699,11,-8.18,0,0.279,0.00575,0.0,0.146,0.655,94.605,4YtoipFgf4k0AfD17ZfD5X,238467,4,"Nuthin' But A ""G"" Thang",Dr. Dre,Hiphop
0.775,0.795,5,-4.171,1,0.206,0.148,0.00119,0.0411,0.796,95.212,4UZlEcQmkAeh4mYokk8TNs,246493,4,Let's Ride,Q-Tip,Hiphop
0.713,0.597,6,-10.741,0,0.37,0.0314,0.0,0.0348,0.803,169.646,1h20yRsf5WeuHbohrlfcCt,265533,5,Me Or The Papes,Jeru The Damaja,Hiphop
0.753,0.539,6,-8.03,0,0.425,0.0515,1.19e-05,0.0841,0.78,83.92,1zS4PMsHfkSXPkzrEkCkC6,134040,4,Invocation,Common,Hiphop
0.865,0.641,10,-6.652,0,0.162,0.0611,0.000107,0.218,0.762,95.307,3nqnWEZnYoetfO2ksMZZVK,263533,4,I Like It (I Wanna Be Where You Are),Grand Puba,Hiphop
0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,4KkwBjTLeXmBSIwLFqwlKU,303493,4,Passin' Me By,The Pharcyde,Hiphop
0.808,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,96.12,3lGBvPUgO7MJltUnBlOpe9,221027,4,Mass Appeal,Gang Starr,Hiphop
0.773,0.581,8,-8.466,1,0.432,0.0352,0.0,0.485,0.711,94.093,2MAaiV0bbeq4FpSwPe2rR8,203067,4,Find a Way,A Tribe Called Quest,Hiphop
0.712,0.908,4,-6.898,1,0.146,0.00669,0.0373,0.0938,0.777,105.893,3YXlTtlYDXI2SyofNm1ccg,261600,4,Don't Sweat The Technique,Eric B. & Rakim,Hiphop
0.792,0.82,7,-3.58,0,0.116,0.279,0.000403,0.25,0.793,82.363,2lUirvUhqfBqJzUvk4tLoK,259947,4,It Was A Good Day,Ice Cube,Hiphop
0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,84.099,0trHOzAhNpGCsGBEu7dOJo,293973,4,N.Y. State of Mind,Nas,Hiphop
0.78,0.378,7,-11.481,1,0.464,0.197,0.0,0.0782,0.579,94.895,5H4PU7wBIXL259apGjSpOr,317800,4,Can't Knock The Hustle,JAY-Z,Hiphop
0.479,0.549,11,-10.551,0,0.373,0.57,0.0239,0.127,0.576,180.985,119c93MHjrDLJTApCVGpvx,252187,4,C.R.E.A.M.,Wu-Tang Clan,Hiphop
0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95.0,4AE7Lj39VnSZNOmGH2iZaq,281600,4,Do For Love,2Pac,Hiphop
0.675,0.71,7,-7.272,1,0.297,0.0355,0.00116,0.348,0.728,87.73,3ioow4HRcH86Jfx4NC4fmV,339827,4,Fakin Jax,Pete Rock,Hiphop
0.831,0.6,1,-8.024,1,0.443,0.32,0.0,0.497,0.659,92.72,7qxMoa63PAfPZSYafDeHij,311480,4,Body Rock,Mos Def,Hiphop
0.754,0.801,1,-5.992,0,0.35,0.184,0.0,0.132,0.391,90.843,3ipzZgH1766XXRamVwk1Iw,208867,4,I Juswanna Chill,Large Professor,Hiphop
0.805,0.653,8,-11.251,0,0.185,0.138,0.0,0.1,0.257,100.349,6Xio661Y2iL7SDKFFOG9cv,270067,4,Who Got Da Props,Black Moon,Hiphop
0.87,0.396,7,-10.9,1,0.149,0.214,0.0,0.3,0.728,92.877,0xsoZbJDbfhWct56LdnZat,257013,4,The Look of Love - Remix,Jay Dee,Hiphop
0.812,0.6,7,-9.414,1,0.254,0.00308,8.38e-06,0.173,0.555,97.338,5YTM7OgQDt9EJAYcfHLniJ,226440,4,Award Tour,A Tribe Called Quest,Hiphop
0.704,0.642,1,-10.11,1,0.39,0.00704,1.43e-06,0.161,0.72,92.09,7bp5DfkdK1OAvNJ1U4HfDA,209973,4,Shadowboxin',GZA,Hiphop
0.817,0.552,8,-10.8,0,0.386,0.032,7.17e-06,0.826,0.808,102.011,1Sgj10byiGzPpI2IrXSFEn,291067,4,Protect Ya Neck,Wu-Tang Clan,Hiphop
0.781,0.68,6,-7.02,0,0.356,0.171,0.0,0.15,0.892,90.131,6loNZHKeeNUjrUkjXdCwiZ,247560,4,You Know My Steez,Gang Starr,Hiphop
0.716,0.58,10,-12.747,0,0.239,0.0694,6.71e-06,0.906,0.707,99.077,1VzhfMEGIIkn5hFITMJzW1,279640,4,Loungin',Guru,Hiphop
0.858,0.767,7,-8.645,1,0.302,0.00666,0.0,0.0489,0.753,91.522,1KFIhbTUmGKUG1wUw5M8Am,226800,4,Ya Playin' Yaself,Jeru The Damaja,Hiphop
0.753,0.525,6,-8.32,1,0.352,0.152,0.0,0.141,0.482,169.984,1z1btB03Hw1gYwSLPlt67z,325733,4,Young G's (feat. The Notorious B.I.G. & Jay-Z),Diddy,Hiphop
0.897,0.612,11,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,102.305,1oTHteQbmJw15rPxPVXUTv,208267,4,Insane in the Brain,Cypress Hill,Hiphop
0.765,0.601,11,-9.326,0,0.203,0.0225,0.0,0.385,0.368,85.928,6yZAdQyPJtXjATvAT8ERQg,241133,4,Coolie High,Camp Lo,Hiphop
0.495,0.715,6,-8.855,1,0.497,0.135,1.04e-06,0.0748,0.742,189.876,4QpmwtoYEvENZJPQ6a2kbw,275640,4,Brooklyn's Finest,JAY-Z,Hiphop
0.835,0.447,6,-14.901,1,0.22,0.155,0.00876,0.108,0.839,113.082,4fuLWKNpY01OLMT9tARnB4,258933,4,Doin' Our Own Dang,Jungle Brothers,Hiphop
0.722,0.639,2,-6.959,1,0.373,0.000917,2.79e-05,0.352,0.324,90.972,3glqlA5qY3bbo8UaUDGPnw,338187,4,Triumph,Wu-Tang Clan,Hiphop
0.772,0.586,10,-10.434,0,0.301,0.0234,0.000722,0.0562,0.643,85.068,2oLwDI8tZUOh6SmTMRRfKs,265200,4,Elevators (Me & You),OutKast,Hiphop
0.848,0.666,0,-6.547,1,0.274,0.173,0.000699,0.129,0.744,96.662,3Ti0GdlrotgwsAVBBugv0I,251573,4,Can I Kick It?,A Tribe Called Quest,Hiphop
0.633,0.764,0,-7.212,1,0.323,0.32,3.4e-06,0.234,0.522,94.971,0B8drtTSp68pZdkmVrG9ZA,228173,4,Twinz (Deep Cover 98) (feat. Fat Joe),Big Pun,Hiphop
0.782,0.589,1,-4.827,1,0.189,0.148,0.0,0.164,0.869,90.438,0IVAlb0cFCH1cQ974iR1TU,223547,4,Ms. Fat Booty,Mos Def,Hiphop
0.793,0.907,1,-7.461,1,0.182,0.0231,0.00738,0.0798,0.826,115.634,0InwTyum9iasoG9ajmJWg7,238827,4,Know The Ledge,Eric B. & Rakim,Hiphop
0.664,0.621,2,-6.521,1,0.0671,0.162,0.0694,0.353,0.489,89.566,3kCeMR9l6jNQCt8jWHCy2B,205613,4,Time's Up,O.C.,Hiphop
0.721,0.949,6,-5.685,1,0.278,0.0495,0.0,0.327,0.835,83.028,20DcrlNK0NcRknbX4wcEO4,240093,4,Luchini AKA This Is It,Camp Lo,Hiphop
0.767,0.909,6,-4.347,0,0.276,0.0794,0.0,0.389,0.39,102.074,4PvcavllGpo6lB8VkIgXIZ,275090,4,Live at the Barbeque - 2017 Remastered Version,Main Source,Hiphop
0.752,0.753,6,-7.721,0,0.357,0.114,0.0,0.317,0.604,102.549,4lqU4WByDFKDGrHknQV6ZC,289867,4,N 2 Gether Now,Limp Bizkit,Hiphop
0.59,0.672,1,-11.792,1,0.412,0.125,1.04e-06,0.147,0.688,206.247,0PV1TFUMTBrDETzW6KQulB,286440,4,93 'Til Infinity,Souls Of Mischief,Hiphop
0.708,0.305,9,-14.003,1,0.817,0.138,3.08e-06,0.139,0.691,174.154,3enjxX3aOAsFyaKeH1O9jO,259453,4,Sound Bwoy Bureill,Smif-N-Wessun,Hiphop
0.7,0.393,2,-10.88,1,0.0471,0.6,6.08e-06,0.113,0.477,79.638,2C0Y5RUvreuiElhHuce9Rv,337200,4,The Truth,Handsome Boy Modeling School,Hiphop
0.692,0.833,7,-3.974,1,0.0492,0.000136,1.98e-05,0.515,0.692,96.814,5XhkV07Vou38wnrzwURUOC,246320,4,Who Am I (What's My Name)?,Snoop Dogg,Hiphop
0.756,0.781,10,-8.197,0,0.167,0.0301,0.00216,0.323,0.841,94.118,5f1RQ9Xq2iS2JUx9eowJov,296267,4,Runnin',The Pharcyde,Hiphop
0.795,0.705,5,-8.552,0,0.0715,0.00118,0.00658,0.136,0.482,100.025,3rcNGUOJ0mPOUcAFUlEyT3,235800,4,Set Adrift on Memory Bliss (Re-Recorded),P.M. Dawn,Hiphop
0.855,0.798,1,-4.018,1,0.237,0.0101,0.000615,0.628,0.855,90.429,0snDRsjNRMJhm7SVja8l6J,295933,4,MC's Act Like They Don't Know,KRS-One,Hiphop
0.849,0.476,0,-10.479,1,0.445,0.0966,0.0,0.105,0.48,83.21,3MX96tMiJxVu7lQWKbgo2c,277133,4,Cell Therapy,Goodie Mob,Hiphop
0.634,0.845,11,-5.058,0,0.352,0.00602,5.29e-06,0.0598,0.929,94.0,3gY6tiCNsuVi6s8kPV6aQg,237027,4,Nas Is Like,Nas,Hiphop
0.844,0.857,10,-3.74,0,0.254,0.201,5.88e-06,0.538,0.72,90.282,7EZOcCGTHCXTLFtax2VUsU,239413,4,Whirlwind Thru Cities,Afu-Ra,Hiphop
0.769,0.836,8,-4.15,1,0.244,0.0618,0.0,0.182,0.651,88.978,5fyRqeycMofUoGmDis5Gu6,237720,4,Bucktown,Smif-N-Wessun,Hiphop
0.567,0.678,7,-8.442,1,0.209,0.0192,1.61e-06,0.113,0.777,90.862,0JSCZdPOPR7d8Mfi09tIxU,288560,4,Bitches Ain't Shit,Dr. Dre,Hiphop
0.774,0.456,1,-16.027,1,0.326,0.137,6.88e-05,0.109,0.642,97.109,0hKr166QnNZ0a37G4UO0VY,322067,4,Nappy Heads - Remix,Fugees,Hiphop
0.827,0.532,2,-4.775,1,0.302,0.0219,2.91e-05,0.127,0.694,87.257,3ooAjhyOZ1xttGD0iq1GVO,290440,4,"New York, New York",Tha Dogg Pound,Hiphop
0.761,0.683,2,-10.889,1,0.164,0.141,0.0,0.342,0.671,101.787,2Mb3zpobD0CvJGWv6NpsPy,286693,4,They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,Hiphop
0.847,0.807,11,-7.548,0,0.378,0.185,0.0,0.514,0.698,102.857,7Afjy65bIVBMpFwCLTiuEe,204800,4,Time 4 Sumaksion,Redman,Hiphop
0.745,0.547,11,-7.409,0,0.295,0.00958,2.91e-05,0.0844,0.858,177.398,4sMH75ctV0RVSOHZqXJpHD,237667,4,It's Been A Long Time,Rakim,Hiphop
0.73,0.837,6,-5.359,0,0.281,0.385,0.0,0.321,0.867,92.127,3Dh10QBwBWVQAMJNNhLRq4,273573,4,You Never Knew,Hieroglyphics,Hiphop
0.861,0.56,1,-9.974,1,0.299,0.148,2.7e-05,0.439,0.634,88.299,0yf6ORR6kV4iEn6T78XKbZ,260200,4,Wrong Side of da Tracks,Artifacts,Hiphop
0.841,0.535,10,-12.194,0,0.365,0.0811,0.0035,0.112,0.686,93.434,40VpMYDhTMvr4XXSVXmVvl,299067,4,Music Evolution,Buckshot LeFonque,Hiphop
0.534,0.596,6,-10.289,1,0.388,0.641,2.16e-05,0.276,0.908,185.733,5KapB9KJnRsZrprzIAXycW,214867,4,Uknowhowwedu,Bahamadia,Hiphop
0.704,0.701,2,-8.031,1,0.46,0.549,0.0,0.664,0.618,92.032,2FWmKZ3kNbVsKGhuNHsltW,217507,4,Brooklyn Zoo,Ol' Dirty Bastard,Hiphop
0.828,0.686,11,-5.689,0,0.218,0.273,0.0,0.524,0.617,91.713,2KFg8kjYy0rYjWsXGhEQHN,319373,4,Who Shot Ya? - 2005 Remaster,The Notorious B.I.G.,Hiphop
0.77,0.656,10,-11.169,0,0.246,0.11,0.0,0.0793,0.788,98.82,4dI2tnLrhe8u4jWjoLC5NK,253413,4,Straighten It Out,Pete Rock & C.L. Smooth,Hiphop
0.894,0.53,9,-9.995,0,0.22,0.121,0.012,0.353,0.627,95.864,3modItPxv7WPVIuSMLW496,339387,4,Swan Lake,Blackalicious,Hiphop
0.813,0.703,11,-5.077,0,0.268,0.125,1.26e-06,0.237,0.241,94.828,7N1Vjtzr1lmmCW9iasQ8YO,224533,4,Survival of the Fittest,Mobb Deep,Hiphop
0.799,0.756,1,-7.752,1,0.187,0.0061,0.643,0.172,0.498,92.183,4EfBENPBy1GvUWLO9YAp3F,161440,4,Hits from the Bong,Cypress Hill,Hiphop
0.815,0.529,6,-10.117,0,0.28,0.0191,0.0,0.406,0.73,99.439,1siDRjAa8MdxNoCHTiiQ7B,325933,4,Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,Hiphop
0.878,0.65,11,-8.08,0,0.252,0.0178,0.0,0.0408,0.101,92.03,6w4MlvpuxtbjGdL9YeTx89,251667,4,Jazzy Belle,OutKast,Hiphop
